iter	RMSE
0	0.02097584144
1	0.01587205166
2	0.01183493653
3	0.008934963995
4	0.006796038834
5	0.005189967784
6	0.004050850379
7	0.003381571716
8	0.002811355918
9	0.002455838382
10	0.002111898163
11	0.001903899632
12	0.001773931254
13	0.001734292488
14	0.00165097146
15	0.001578103633
16	0.001544426906
17	0.001518184861
18	0.001491167386
19	0.001470151486
20	0.0013857411
21	0.00134452319
22	0.001325482119
23	0.001307142821
24	0.001289349641
25	0.001274738518
26	0.001262418455
27	0.001249140171
28	0.001187624496
29	0.001175502775
30	0.001164609811
31	0.001154646585
32	0.001044315284
33	0.001019873723
34	0.001012654738
35	0.001006127914
36	0.0009922629715
37	0.0009868619489
38	0.0009818342572
39	0.0009290826537
40	0.0009251292939
41	0.0009216033875
42	0.0008879575962
43	0.0008849180763
44	0.0008353550527
45	0.0008278276796
46	0.0008256336503
47	0.0008236729204
48	0.0008032496181
49	0.0007770038277
50	0.0007431365157
51	0.0007276794077
52	0.0007262648762
53	0.0007249764924
54	0.0006979178534
55	0.0006867880322
56	0.0006629583519
57	0.0006594927034
58	0.0006583573343
59	0.0006574415346
60	0.0006376260838
61	0.0006147568366
62	0.0006064797241
63	0.0005894080018
64	0.0005885144874
65	0.0005720010675
66	0.000563470817
67	0.0005626306201
68	0.0005452717991
69	0.0005373179949
70	0.0005309567185
71	0.0005209547726
72	0.0005148778651
73	0.0005140624853
74	0.0005133323322
75	0.0005126592909
76	0.0005119780639
77	0.0005107680776
78	0.000494689664
79	0.0004892852994
80	0.0004806446667
81	0.0004800424651
82	0.0004751279645
83	0.000474557654
84	0.0004740349983
85	0.0004735126713
86	0.0004730159926
87	0.0004606465005
88	0.0004563321663
89	0.0004435690448
90	0.0004383188012
91	0.0004287985625
92	0.0004235693132
93	0.00042307519
94	0.0004226197145
95	0.000411434591
96	0.0004108212033
97	0.0004103584631
98	0.0004099279785
99	0.000409515923
100	0.0004090842053
101	0.0004025263493
102	0.0004021442677
103	0.0003923047334
104	0.0003832015725
105	0.0003740785006
106	0.0003683635024
107	0.0003628263571
108	0.0003624502129
109	0.000358336613
110	0.0003579795414
111	0.0003535568008
112	0.0003531920252
113	0.0003527907985
114	0.0003524591393
115	0.0003521359619
116	0.0003518031671
117	0.000351488365
118	0.0003471255876
119	0.000346831513
120	0.0003465472504
121	0.0003462494563
122	0.000345971076
123	0.000341579156
124	0.0003413119421
125	0.0003391372401
126	0.0003388684624
127	0.0003361165312
128	0.0003340622337
129	0.0003313434659
130	0.0003291855578
131	0.0003270617907
132	0.000324960249
133	0.000321131274
134	0.0003207737789
135	0.0003205374137
136	0.0003186976084
137	0.0003116141162
138	0.0003113705406
139	0.0003071063002
140	0.00030351607
141	0.000300050988
142	0.0002965420594
143	0.0002963059354
144	0.0002960812267
145	0.0002958936092
146	0.0002884496348
147	0.0002869912478
148	0.0002846324824
149	0.0002827768867
150	0.0002802413639
151	0.0002800241305
152	0.0002789320291
153	0.0002720480118
154	0.0002656910651
155	0.0002654945074
156	0.000265299014
157	0.0002636595502
158	0.0002634763738
159	0.0002579146607
160	0.0002577221717
161	0.0002557559443
162	0.0002555746705
163	0.0002554192013
164	0.0002552325931
165	0.0002550312228
166	0.0002548526975
167	0.0002546829061
168	0.0002512452134
169	0.0002510616627
170	0.0002508808654
171	0.0002487339422
172	0.0002485684101
173	0.000248371276
174	0.0002430341628
175	0.0002428850457
176	0.0002427282623
177	0.0002425615705
178	0.0002424143922
179	0.000242264232
180	0.0002421246367
181	0.0002408180564
182	0.0002391720217
183	0.0002390306012
184	0.0002372249237
185	0.0002370855122
186	0.0002369563705
187	0.0002368281626
188	0.0002355706087
189	0.0002342303471
190	0.0002293915179
191	0.0002292717956
192	0.0002291489999
193	0.0002266463281
194	0.0002254089389
195	0.0002252865926
196	0.0002251585124
197	0.0002250348552
198	0.0002249175764
199	0.0002248026756
200	0.0002246814986
201	0.000224573634
202	0.0002216036162
203	0.0002214884636
204	0.0002170449443
205	0.0002169403582
206	0.0002129385788
207	0.0002091713854
208	0.00020500942
209	0.0002048924959
210	0.0002047835832
211	0.0002043209619
212	0.0002015837727
213	0.000200299597
214	0.0002001968812
215	0.0001990800595
216	0.0001986865388
217	0.0001972715513
218	0.0001965083817
219	0.0001955404388
220	0.0001954436579
221	0.0001937389135
222	0.0001934717348
223	0.0001914704949
224	0.000191377837
225	0.0001912822036
226	0.0001911935756
227	0.0001901762332
228	0.000188337558
229	0.0001865874001
230	0.0001859036572
231	0.0001846809909
232	0.0001813562052
233	0.0001812733996
234	0.0001803671023
235	0.000180282307
236	0.000176875948
237	0.0001758875618
238	0.0001732956324
239	0.0001702765065
240	0.000170185218
241	0.0001677898325
242	0.0001668540711
243	0.0001667632363
244	0.0001645795358
245	0.0001644977602
246	0.0001637921375
247	0.0001637111478
248	0.0001620218019
249	0.0001619498014
250	0.0001618754286
251	0.0001596727983
252	0.0001584471448
253	0.0001576464275
254	0.0001575772125
255	0.0001575129008
256	0.0001574402704
257	0.0001567719816
258	0.000156101355
259	0.0001560299856
260	0.0001552030943
261	0.0001551323504
262	0.0001546752794
263	0.0001546070176
264	0.0001545393313
265	0.0001544800986
266	0.0001544138066
267	0.0001527916844
268	0.000152725905
269	0.0001516704281
270	0.0001502215965
271	0.0001501545102
272	0.0001494360561
273	0.0001493721177
274	0.000148030685
275	0.0001479538387
276	0.0001478832916
277	0.0001473338166
278	0.000145731568
279	0.0001456747293
280	0.0001451700633
281	0.0001440104224
282	0.0001439501512
283	0.0001430110407
284	0.0001418259943
285	0.0001416257054
286	0.0001400441716
287	0.0001392391305
288	0.0001386959222
289	0.0001379623739
290	0.000137433002
291	0.0001365605323
292	0.0001343486251
293	0.0001342819175
294	0.0001331768015
295	0.0001325196815
296	0.0001320072677
297	0.0001319443503
298	0.0001318848547
299	0.0001313155632
300	0.0001295802637
301	0.0001295235678
302	0.0001292252086
303	0.000129170877
304	0.00012869323
305	0.0001285115872
306	0.0001284581241
